;Quote;Krant;Periode
1233;Ik geloof ook dat je heel voorzichtig moet zijn met genen die stemmingen of karaktereigenschappen beïnvloeden. Genetisch reguleren van agressie zou je alleen kunnen overwegen bij mensen die hyperagressief zijn. Het meest geschikt voor genetische manipulatie zijn dingen die de meeste mensen intrinsiek goed vinden, zoals gezondheid of intelligentie. Lengte wordt ook gewaardeerd, maar dat is een relatief begrip. Als je iedereen langer maakt, ben je niets opgeschoten.;De Volkskrant;2000-2009
1234;Het onderscheid tussen natuurlijk en niet-natuurlijk is heel problematisch. Kanker en malaria zijn ook natuurlijk. Toch proberen we ze uit te bannen. Bovendien kun je je genen ook op een natuurlijke manier beïnvloeden. Als je traint in de sportschool, breng je de genen tot expressie die de opbouw van spiermassa regelen. Als je studeert, gebeurt er iets dergelijks in je hersenen.;De Volkskrant;2000-2009
1235;Of Trilearn van de UvA ook dit jaar weer met de titel gaat strijken, durft Vlassis niet te voorspellen.;De Volkskrant;2000-2009
1236;Voetbal is een prachtig platform waarop allerlei problemen uit de robotica kunnen worden getest: waarneming, coordinatie, inzicht, beweging. Voetbal is voor ons, wat schaak is voor kunstmatige intelligentie. Maar hier speelt onvolledige informatie mee. Vergeleken daarbij is een partij schaak een makkie.;De Volkskrant;2000-2009
1237;Het is heel ambitieus, en ook een beetje eng. Als ze kunnen voetballen, is de terechte vraag wat ze dan nog meer kunnen? Banken overvallen? Oorlog voeren? Ik heb het er wel met vrienden over. Nikos, zeggen ze, waarom zou je zoiets eigenlijk willen? En ik kan alleen maar bekennen: uit pure wetenschappelijke nieuwsgierigheid.';De Volkskrant;2000-2009
1238;Sommige collega's worden wat nerveus als je zegt dat je voetbal simuleert.;De Volkskrant;2000-2009
1239;In de gewone game is er een speler die als een alziende God de boel naar beste kunnen bestuurt. Bij ons zet je elf kunstmatige breinen op het speelveld en laat ze hun gang gaan. In de hoop dat je ze behendig genoeg hebt gemaakt om een potje voetbal tot een goed einde te brengen.;De Volkskrant;2000-2009
1240;Daar kan het er aan toegaan alsof het echt voetbal is. Er wordt aangemoedigd, geschreeuwd, bij een goal staan de mensen op de stoelen. Het is realistischer dan je vooraf zou vermoeden.;De Volkskrant;2000-2009
1241;Zo is het maar net.;De Volkskrant;2000-2009
1242;Pakweg 95 procent van alle hersenactiviteit is onbewust, maar heel weinig besef je echt. Sinds Descartes zijn we geneigd daar een soort inwendige allesweter bovenop te zetten, die de hele bliksemse boel bestuurt. Maar dat hoeft helemaal niet. Een paar simpele regels waarmee je prioriteiten vastlegt, volstaan volgens mij ook al. Onze bewuste ervaringen zijn de momenten dat we volgens die huisregels van de ene onbewuste routine naar de volgende overstappen. Meer niet. Ik zie het mysterie eerlijk gezegd niet zo.;De Volkskrant;2000-2009
1243;De computerbranche rekent zich veel te snel rijk. In de biologie stel je vast dat elk organisme het slimste van zijn eigen niche is. Uniek aan de mens is zijn taal, een geluidstaal die we hebben ontwikkeld ter ondersteuning van ons sociaal gedrag. In mijn idee is die voortgekomen uit lichaamstaal, waaraan geluiden werden gekoppeld, waarna de bewegingen deels verdwenen. Ik vind het veelzeggend dat mensen nog steeds niet kunnen praten zonder hun handen. De complexiteit van onze taal hangt rechtstreeks samen met de verfijnde motoriek van onze handen. Dat we daardoor tot mentale abstractie in staat zijn, is pure mazzel.;De Volkskrant;2000-2009
1244;Dat ligt eraan wat je begrijpen noemt. Veel natuurkundige feiten hebben formeel geen verklaring. Wat zwaartekracht is, weet niemand, hoe zij werkt, is precies bekend.;De Volkskrant;2000-2009
1245;We weten heel veel meer dan toen ik begon. Uit werk met nabeelden van bewegende patronen hebben we bijvoorbeeld kunnen afleiden dat apen en mensen beschikken over twee gescheiden systemen voor het waarnemen van beweging. Het ene analyseert vorm, maar haakt af bij te hoge snelheid. We weten dat de wil de waarneming kan beinvloeden. Dat passieve delen van het visuele systeem actieve kunnen besturen. Het hele brein doet mee.;De Volkskrant;2000-2009
1246;Utrecht is heel lang de enige plek geweest waar in hogere dieren als katten intracellulair gemeten werd aan de visuele processen in het netvlies. Daartoe implanteerden we elektrodes en voerden tests uit met de dieren, al dan niet onder verdoving. De katten werken op die manier voor hun voer, de apen voor hun drinken.;De Volkskrant;2000-2009
1247;Het naieve idee is dat de ogen de camera's zijn die de signalen leveren waaraan de hersenen betekenis toekennen. Welnu, dat is veel en veel te simpel. Alleen al in het netvlies van echte kijkdieren als mensen, apen, katten hebben we vijf lagen kunnen identificeren, waarin fysische signalen steeds meer betekenis en interpretatie toegekend krijgen. Het oog geeft betekenis, het brein werkt ermee.;De Volkskrant;2000-2009
1248;Onze groep kreeg problemen in bezuinigingsrondes, niet omdat we slecht werk leverden, maar in feite omdat we de enigen ter wereld waren die dit type werk deden. Daardoor werden we wel hoog gewaardeerd, maar niet uitbundig geciteerd. Dan krijg je problemen met de gemiddelde visitatiecommissie. Begin jaren negentig zijn we gestopt met netvliesonderzoek.;De Volkskrant;2000-2009
1249;Van de honderd mensen die een bepaalde baan ambieren, zijn er vijf uitstekend geschikt, twintig eventueel en de rest eigenlijk niet. Dat blijft zo als je alleen jonge mensen aanstelt. Of alleen oude. Leeftijd is geen goed criterium.;De Volkskrant;2000-2009
1250;Helemaal niet. Ik ben nog nooit zo goed geweest als nu. Het idee dat jonge onderzoekers het creatiefst zijn en de wetenschap het meeste brengen, gaat op in maar een paar vakken, waar ruw talent van belang is, zoals de wiskunde. In empirische wetenschappen, zoals de mijne, is daarvan geen sprake: hier tellen ervaring, inzicht, netwerk. Je wordt echt steeds beter.;De Volkskrant;2000-2009
1251;In Nederland wordt op grote schaal aan leeftijdsdiscriminatie gedaan, als oudere onderzoeker kom je simpelweg niet aan de bak voor een beurs. Jonge mensen gaan voor, soms expliciet, doorgaans stilzwijgend. In Amerika is zoiets bij wet verboden, hier is het bij wet verplicht.;De Volkskrant;2000-2009
1252;Het lijkt me bijvoorbeeld ideaal om als post-doc aangesteld te worden. Als 65-jarige, ja, waarom niet.;De Volkskrant;2000-2009
1253;Zolang het kan, ga ik hier door met mijn onderzoek. Dat zou elders kunnen. Maar het is nu eenmaal het handigst in mijn eigen groep, met eigen mensen en onze eigen apparatuur. Maar ik heb geen formele positie, ik ben puur afhankelijk van de goedgunstigheid van anderen.;De Volkskrant;2000-2009
1254;Onderwijs of een vakgroep runnen zijn de onvermijdelijke opgaven van het hoogleraarsberoep, de dingen die je doen moet om je salaris te krijgen. Maar voor mij draait het allemaal om onderzoek. Dat is mijn leven, mijn hobby.;De Volkskrant;2000-2009
1255;Hetzelfde als altijd. Heel lang geleden heb ik mij al voorgenomen om uit te zoeken hoe het zien werkt. Bij mijn afstuderen, als elektrotechnisch ingenieur in Delft in 1965, dacht ik in mijn jeugdige overmoed dat dat wel te behappen was. Dat is even anders uitgepakt.;De Volkskrant;2000-2009
1256;We werken daar al twaalf jaar aan en zijn in de buurt van marktintroductie. Er zijn snoerloze robots Die zuigen niet goed en de batterijen hebben te weinig kracht. Ze banen zich botsend een weg. Ze zijn dom en maken onnodig veel meters. Onze robotzuiger weet waar wat staat in de kamer en navigeert daar omheen. Dankzij veel kunstmatige intelligentie. Hij werkt, maar we zijn nog niet honderd procent tevreden.';De Volkskrant;2000-2009
1257;Hooligan proof, zegt Dyson.;De Volkskrant;2000-2009
1258;O, wie zegt dat een Dyson duur is? Dat moet iemand zijn geweest die er geen heeft. Anders zou hij wel weten waarom we duurder zijn.;De Volkskrant;2000-2009
1259;Het oplossen van frustraties. Een mooi motief toch? Zakstofzuigers verliezen zuigkracht. Frustrerend. Conventionele handendrogers drogen niet. Je loopt nog steeds weg met natte handen. En ze gebruiken veel stroom.';De Volkskrant;2000-2009
1260;We bezuinigen niet op materialen en op technologie. Jaarlijks besteden we 10 tot 15 procent van onze omzet aan R&D. Een percentage dat vergelijkbaar is met wat een farmaceutisch bedrijf eraan uitgeeft. Geen compromis op de kosten. De prijs van het product is niet het eerste waar we ons druk over maken, kwaliteit staat voorop. Een apparaat moet werken en lang meegaan.';De Volkskrant;2000-2009
1261;Die machine had twee tegen elkaar indraaiende trommels. Het apparaat waste beter, sneller, maar het was te ingewikkeld en te duur om te maken. We ontwikkelen verder, we nemen de tijd.';De Volkskrant;2000-2009
1262;De computer zou de problemen beter hebben ingeschat.';De Volkskrant;2000-2009
1263;Waarom niet. Als we er democratisch voor kiezen bestuurd te worden door entiteiten die verstandiger beslissingen nemen, stemmen we voor een computer als premier.';De Volkskrant;2000-2009
1264;zal er een generatie computers zijn die betere beslissingen kan nemen dan de mens.;De Volkskrant;2000-2009
1265;We schiepen verwarring, we waren doe-het-zelvers. Nu is alles flashy, en komt het in een museum. We zijn er dus maar mee gestopt.;De Volkskrant;2000-2009
1266;De begintijd voelde als naaktzwemmen in een vijver. En opeens kwamen er strandjes en een badmeester, en heette het officieel 'zwemvijver'.;De Volkskrant;2000-2009
1267;Welnee, dit is volwassenwording. Je kunt nu eenmaal niet de rest van je leven Robin Hood willen zijn. Experiment is goed, maar er moet een moment komen dat je het wilt gebruiken om iets te zeggen. Zodat de omgeving er ook wat aan heeft.;De Volkskrant;2000-2009
1268;Iedere instelling worstelt met de vraag: wat bewaar je en wat gooi je weg. Wat je nu al ziet: klassiekers blijven bewaard en een canon komt bovendrijven.;De Volkskrant;2000-2009
1269;Voor 90 procent is kunst op internet nog zoals vroeger toneel op tv werd gebracht. En worden maar weinig nieuwe thema's aangesneden, zoals artificiële intelligentie, data-visualisatie of de nieuwe lichaam-geest-problematiek.;De Volkskrant;2000-2009
1270;Een slecht spel met een concept erop geplakt, is dat kunst? Dingen die echt als kunst worden geafficheerd, worden vaak van bovenaf opgelegd. Dat is niet het interessantste van het net. Als curatoren e-culture serieus nemen, moeten ze ook naar de andere kant kijken en oog krijgen voor verhalende en de esthetische aspecten.;De Volkskrant;2000-2009
1271;Pioniers als Jodi zijn snel verouderd. Het ging te veel over het medium zelf. Dieper: Techniek en thema's zijn steeds meer samen gekomen: de interactiviteit werd verfijnder, en er kwam geluid bij.;De Volkskrant;2000-2009
1272;als Jeroen Bosch, of Brueghel;De Volkskrant;2000-2009
1273;Wij streven naar terugkoppeling naar de fysieke ruimte. Dan begint pas waar het om gaat. Zo ontstaan mengvormen, van internet, dans en architectuur bijvoorbeeld. Specialismes lopen dood.;De Volkskrant;2000-2009
1274;Toen ik begon met werken op internet, dacht ik dat het heel veel zou gaan gebeuren. Dat valt erg tegen. Ik heb weinig gevonden dat echt de moeite waard is. Nee, vreemd is dat niet. Het is net als met de uitvinding van de ganzenveer: dat leverde ook geen betere schrijvers op.;De Volkskrant;2000-2009
1275;Eerst moeten we de gezondheidsinspectie er nog van overtuigen dat Pearl nooit de verkeerde medicijnen zal verstrekken.;De Volkskrant;2000-2009
1276;Neem bijvoorbeeld agressie. In het uitgaansleven wordt fysiek geweld doorgaans voorafgegaan door verbale agressie. In de Groningse binnenstad gebruiken we al sinds 2005 apparatuur die die agressie kan detecteren. En dat betekent dat de politie al veel eerder kan ingrijpen.;De Volkskrant;2000-2009
1277;We hebben inderdaad tegen groepen studenten gezegd: daar staat ie, leef je uit. Maar op joelende studenten reageert het systeem niet. Blijkbaar verlies je met blijdschap toch niet zoveel controle over je stem als met agressie, waarbij ook veel adrenaline in je lichaam loskomt;De Volkskrant;2000-2009
1278;O, dan krijg je waarschijnlijk prachtig regelmatige patronen. Een goed getrainde stem is ook heel stabiel en veel zuiverder in de boventonen die meeklinken.;De Volkskrant;2000-2009
1279;Dan heb je specifieke apparatuur met spraakherkenning nodig. Maar er zijn ook andere signalen waaraan je agressie kunt herkennen. Mensen verliezen de controle over hun stembanden, waardoor ze op een veel hogere toonhoogte spreken. Je ook zien dat ze niet alleen hoger praten, maar dat er ook veel meer energie in die hoge frequenties ziet. En hun stemgebruik is veel instabieler.;De Volkskrant;2000-2009
1280;Mensen zien, mensen begrijpen, mensen helpen. Dat is het doel.;De Volkskrant;2000-2009
1281;De verwachtingen zijn hoog gespannen. Die voetgangerdetectie is toch allang opgelost, denken ze vaak. Iedereen heeft de televisieserie Knight Rider gezien. Het is vaak een teleurstelling dat we daar nog niet zijn. Hollywood heeft het een beetje voor ons verpest.;De Volkskrant;2000-2009
1282;Er wordt veel te hoog opgegeven van automatische cameradetectie. Logisch, bedrijven willen hun spullen verkopen. Ik snap ook wel dat iedereen dat gelooft. Voor mensen zelf is het heel eenvoudig om een persoon te onderscheiden van een boom die beweegt in de wind. Maar je moet niet vergeten dat daar drie miljoen jaar evolutie overheen is gegaan. Met machines zijn we pas dertig jaar bezig.;De Volkskrant;2000-2009
1283;Ik kan het me als onderzoeker makkelijk maken door te zeggen dat ik niets met de toepassing van mijn werk te maken heb. Dat doe ik niet. Ik probeer onderscheid te maken. Mijn systeem herkent geen identiteiten, alleen gedrag. Ik werk liever niet aan systemen die mensen trachten te identificeren.;De Volkskrant;2000-2009
1284;Dan gaat het mis. Om privacyproblemen te beperken, moet je de surveillance lokaal houden. Eén plaats, één moment. Geen tracking.;De Volkskrant;2000-2009
1285;Anders heb je mensen die naar de beelden zitten te koekeloeren. Dan heb ik liever een machine. Die is tenminste objectief.;De Volkskrant;2000-2009
1286;Hoogleraar is een eervolle baan. En nu heb ik het idee dat ik iets kan terugdoen voor Nederland.;De Volkskrant;2000-2009
1287;De enige manier waarop een politicus goed kan regeren, is door zichzelf voortdurend ter discussie te stellen;De Volkskrant;2000-2009
